,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
76,survival-horror,survival-horror,ビデオゲームのジャンルの一つ。,ホラー小説をモチーフにしたビデオゲームのサブジャンルで、ホラーなグラフィックや怖い雰囲気でプレイヤーを怖がらせながら、キャラクターが生き残ることに重点を置いたゲーム。,,,2018-04-22T16:30:41Z,2021-10-11T07:45:08Z,False
77,saltstack,saltstack,Saltは、構成管理およびオーケストレーションツールである。,SaltStackは、複雑なシステムを大規模に管理するためのソフトウェアを作っています。SaltStackは、Salt Openプロジェクトを作成・維持し、SaltStack Enterpriseソフトウェア、サービス、サポートを開発・販売している会社です。数分で起動するほど簡単で、数万台のサーバーを管理できるほどスケーラブル、そして数秒で通信できるほど高速です。,,March 2011,2017-02-01T00:35:42Z,2021-07-14T19:47:29Z,False
78,credo,Credo,Credoは、ティーチングとコードの一貫性に重点を置いたElixir言語用の静的コード解析ツールです。,Credoは、コード内のリファクタリングの機会、複雑なコード断片、よくある間違いについての警告、命名スキームの不整合などを表示し、必要に応じて、望ましいコーディングスタイルを強制することができます。,René Föhring,"November 24, 2015",2017-02-10T06:33:29Z,2021-05-10T21:46:38Z,False
79,web-monetization,Web Monetization,ユーザーエージェントからウェブサイトへの支払いストリームを作成できるJavaScriptブラウザAPIです。,"Web Monetization (WM) は、ウェブサイトがユーザーから非常に少額の支払い（例：端数）を要求できるようにするAPI規格の提案である。
このAPIのフレームワークは、ウェブサイトやウェブベースのサービスに新しい収益モデルを提供し、ユーザーのプライバシーを守りながら、サブスクリプションサービスや広告の代替となるものである。
ユーザーからの支払いと引き換えに、ウェブサイトはユーザーに「プレミアム」な体験を提供することができます。例えば、限定コンテンツへのアクセスを許可したり、広告を削除したり、あるいはコンテンツやサービスにアクセスするためのログインの必要性をなくしたりすることが可能です。",,"June 15, 2020",2018-11-12T09:46:46Z,2022-02-26T07:25:00Z,False
80,fantasy-console,Fantasy console,ファンタジーゲーム機は、グラフィック、サウンド、スプライトなど、制約の中で作業をせざるを得ない小さな開発環境です。,ファンタジーコンソールとは、往年の8ビットコンピュータやコンソールをシミュレートした、ゲームエンジンやバーチャルマシンのことです。開発者は、カラーパレット、サウンドチャンネル、解像度、メモリなどの制約の中で作業することを余儀なくされます。レトロゲームやゲームジャムのシーンで非常に人気があります。,,,2017-08-23T10:05:49Z,2022-02-10T04:22:59Z,False
81,xmake,xmake,xmake は、lua をベースとしたクロスプラットフォームのビルドユーティリティです。,xmake は、lua をベースとしたクロスプラットフォームのビルドユーティリティです。開発・ビルドを容易にすることに重点を置き、多くの機能を提供しています。どんな開発者でもすぐに手に入れることができ、開発・ビルド時の生産性向上を楽しむことができます。,ruki,"June 8, 2015",2017-04-01T10:24:19Z,2021-11-22T18:58:20Z,False
82,pipewire,Pipewire,PipeWireは、Linux上でオーディオ・ビデオストリームとハードウェアを扱うためのサーバーです。,PipeWire は、Linux 上でオーディオとビデオのストリームとハードウェアを処理するためのサーバです。Red Hat の Wim Taymans によって作成されました。マルチメディアのルーティングとパイプラインの処理を行います。,,,2018-08-24T06:32:47Z,2022-02-18T23:42:02Z,False
83,getting-things-done,Getting Things Done,Getting Things Done（GTD）とは、デビッド・アレンによる同名の書籍で紹介されている時間管理法です。,GTDは、計画されたタスクやプロジェクトを外部に記録し、実行可能なワークアイテムに分割することで、頭の中から追い出すという考え方に基づいています。,,,2017-04-01T15:04:42Z,2022-01-18T03:20:42Z,False
84,epics,EPICS,制御システム用のアプリケーションとネットワークプロトコルのセット。,EPICS（Experimental Physics and Industrial Control System）は、粒子加速器や望遠鏡などの大型実験装置を操作するための分散制御システムを開発・実装するためのソフトウェアツールおよびアプリケーションのセットである。,,"January 19, 1994",2017-01-31T21:47:54Z,2021-12-19T17:52:14Z,False
85,m3o,Micro,Microは、クラウドネイティブの開発プラットフォームです。,Microは、企業がクラウドサービスや分散システムを構築するための、オープンソースのクラウドネイティブ開発プラットフォームです。,,January 2015,2019-10-18T21:11:36Z,2021-04-01T06:04:06Z,False
86,action-game,action-game,ビデオゲームのジャンルの一つ。,手と目の連動や反応速度など、身体的なチャレンジに重点を置いたビデオゲームのジャンル。,,,2017-02-02T18:22:49Z,2022-02-20T11:48:54Z,False
87,powertoys,Microsoft PowerToys,Microsoft PowerToysは、パワーユーザー向けのユーティリティセットです。,"Microsoft PowerToys は、Windows 10 のパワーユーザー向けのユーティリティセットです。
ツールです。

カラーピッカー。ホットキー1つで画面上のピクセルの色を選ぶことができます。
FancyZones。ウィンドウをゾーンで整理
ファイル・エクスプローラーのアドオン。マークダウンとSVGファイルのプレビュー
画像リサイザー。画像のリサイズを簡単に
キーボード・マネージャー。ホットキーとキーバインディングの変更
PowerRename。一度に多くのファイル名を変更
PowerToys Run:アプリケーションの起動を速くする
ショートカットガイド。すべてのWindowsショートカットを一度に見る
ビデオ会議ミュート。会議中にマイクをミュートし、カメラをオフにすることができます。
",Microsoft,,2019-09-22T16:18:54Z,2022-02-28T22:56:06Z,False
88,aurelia,aurelia,シンプルな規約を活用し、あなたの創造性を高める次世代のJavaScriptクライアントフレームワークです。,Aureliaは、シンプルな規約を活用してあなたの創造性を高める、次世代のJavaScriptクライアントフレームワークです。,Rob Eisenberg,July 2016,2017-01-31T21:28:33Z,2021-08-02T09:22:09Z,False
89,roguelite,roguelite,ビデオゲームのジャンルの一つ。,ローグライクから特定の要素を取り入れたビデオゲームのジャンル（例：手続き的に生成されたコンテンツ、パーマデスなど）。,,,2017-02-02T21:11:36Z,2021-10-11T07:45:07Z,False
