,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
92,christianity,Christianity,Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth.,"Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth. It is the world's largest religion, with about 2.5 billion followers.",,,2017-02-01T03:00:07Z,2022-02-07T09:39:54Z,False
93,raku,Raku,Raku is an expressive and feature-rich programming language.,"Raku is an expressive and feature-rich programming language designed by Larry Wall and developed by the community. Features include: object-oriented programming, functional programming primitives, parallelism, concurrency, asynchrony, definable grammars for pattern matching and generalized string processing, and optional and gradual typing.",Larry Wall,"December 25, 2015",2017-05-17T10:33:29Z,2021-12-02T17:25:28Z,False
94,synthetic-biology,Synthetic biology,The creation of new biological systems via the synthesis or assembly of artificial or natural components.,"Synthetic biology (SynBio) is a multidisciplinary area of research that seeks to create new biological parts, devices, and systems, or to redesign systems that are already found in nature.",,,2017-01-31T21:42:02Z,2022-01-17T19:07:13Z,False
95,real-time-strategy,real-time-strategy,A genre of video game.,"A sub-genre of strategy video games in which the game does not progress incrementally in turns. This is distinguished from turn-based strategy (TBS), in which all players take turns when playing.",,,2017-02-18T21:57:26Z,2022-03-02T02:08:51Z,False
96,nette,Nette,Nette – Comfortable and Safe Web Development in PHP.,Nette Framework is a popular tool for PHP web development. It is designed to be as usable and as friendly as possible. It focuses on security and performance and is definitely one of the safest PHP frameworks.,David Grudl,2008,2017-01-31T21:40:42Z,2021-09-16T06:41:28Z,False
97,sciter,Sciter,Sciter is an embeddable HTML/CSS/TIScript engine.,Sciter brings a stack of web technologies to desktop UI development. It allows web designers and developers to reuse their experience and expertise for creating modern-looking desktop applications with an engine only a few megabytes in size.,Andrew Fedoniouk,2006,2017-02-01T17:37:56Z,2022-01-31T06:40:10Z,False
98,appwrite,Appwrite,"Appwrite is an end-to-end backend server for web, mobile, or native applications.","Appwrite is an end-to-end backend server for web, mobile or native applications packaged as a set of Docker microservices.

Appwrite abstracts the complexity and repetitiveness required to build a modern backend API from scratch and allows you to build secure apps faster.",,"September 3, 2019",2019-03-23T14:00:29Z,2021-10-07T05:17:58Z,False
99,password-store,pass,the standard unix password manager.,"pass is a password manager inspired by the Unix philosophy. It has a command-line interface, and uses GnuPG for encryption and decryption of stored passwords. The passwords are encrypted and stored in separate files, and can be organized via the operating system's filesystem.",Jason A. Donenfeld,"July 23, 2012",2017-02-02T14:56:01Z,2022-03-02T16:51:07Z,False
100,material-design-for-bootstrap,Material Design for Bootstrap,"World's most popular framework for building responsive, mobile-first websites and apps.","World's most popular framework for building responsive, mobile-first websites, and apps. Set of slick, responsive page templates, layouts, components, and widgets to rapidly build web pages.",,,2018-06-30T11:23:54Z,2022-03-10T19:36:02Z,False
101,demoscene,Demoscene,The demoscene is a worldwide community of artists and programmers creating visuals and music using programming techniques.,"The demoscene is a worldwide community of artists and programmers creating visuals and music using programming techniques. They use realtime rendering to create pieces of art that are akin to music videos or short films; they utilize a variety of computer platforms ranging from modern to vintage, and sometimes their work adheres to arbitrarily set size limitations.",,,2017-01-31T21:32:44Z,2022-03-10T21:16:55Z,False
102,service-fabric,Service fabric,Service Fabric is a distributed systems platform for distributed applications and containers at large scale.,"Service Fabric is a distributed systems platform for packaging, deploying, and managing stateless and stateful distributed applications and containers at large scale. Service Fabric runs on Windows, and Linux, on any cloud, any datacenter, across geographic regions, or on your laptop. Service Fabric represents the next-generation platform for building and managing these enterprise-class, tier-1, cloud-scale applications running in containers.",Microsoft,March 2016,2017-02-03T16:08:46Z,2021-11-12T13:57:28Z,False
103,yii,Yii Framework,"Yii is a fast, secure, and efficient PHP framework.","Yii is a popular PHP framework, for efficiently developing
fast and secure web applications and APIs.

It comes with [comprehensive documentation](https://www.yiiframework.com/doc/guide)
and a large amount of [extensions](https://www.yiiframework.com/extensions)
that provide useful functionality.",,December 2008,2017-01-31T21:57:09Z,2022-03-11T09:38:34Z,False
104,altium-designer,Altium Designer,Altium Designer is a PCB and electronic design automation software package for printed circuit boards.,"The industry’s leading PCB design software combining schematic, layout, and everything else you need in one environment to effortlessly design printed circuit boards.",Altium,2005,2017-05-18T09:14:07Z,2022-03-11T14:05:38Z,False
105,utau,UTAU,UTAU is a freeware singing synthesis platform.,"UTAU is a freeware singing synthesis platform which allows you to create your custom voicebanks, synthesizer engines and plugins.",,,2017-02-18T17:40:10Z,2022-03-11T14:30:09Z,False
106,zeronet,ZeroNet,"Open, free and uncensorable websites, using Bitcoin cryptography and BitTorrent network.","ZeroNet is a decentralized web-like network of peer-to-peer users, created by Tamas Kocsis in 2015. Instead of having an IP address, sites are identified by a public key (specifically a bitcoin address). The private key allows the owner of a site to sign and publish change, which propagate through the network. Sites can be accessed through an ordinary web browser when using the ZeroNet application, which acts as a local webhost for such pages. In addition to using bitcoin cryptography, ZeroNet uses trackers from the BitTorrent network to negotiate connections between peers. ZeroNet is not anonymous by default, but it supports routing traffic through the Tor network.",Tamas Kocsis,"January 12, 2015",2017-02-01T03:47:01Z,2022-02-03T11:42:17Z,False
107,riot-games,Riot Games,"Riot Games, Inc. is an American video game developer, publisher and esports tournament organizer.","Riot Games, Inc. is an American video game developer, publisher and esports tournament organizer. Their list of games include League of Legends, League of Legends: Wild Rift, Legends of Runeterra, Teamfight Tactics and VALORANT.","Brandon Beck, Marc Merrill",September 2006,2017-02-01T02:01:42Z,2022-02-22T21:10:31Z,False
108,sandstorm,Sandstorm,Sandstorm is platform for self-hosting web apps.,"Sandstorm is a self-hostable web productivity suite. It's implemented as a security-hardened web app package manager. Sandstorm makes it easy to run your own server. Numerous Sandstorm-first applications, packages of well-known web apps, and various supporting development tools and libraries can be found here.",Sandstorm Development Group and contributors,,2017-02-03T15:10:49Z,2022-03-03T09:21:52Z,False
109,zeplin,Zeplin,"Zeplin is a connected space for product teams where they can share designs, generate specs, assets and code snippets.","Zeplin is a connected space for product teams. It helps you collect and organize your team’s projects and resources like components, colors, and text styles. Everyone in the team can access up to date design resources and discussions. They also get notified of changes easily.",Zeplin,June 2014,2017-02-02T12:11:47Z,2021-09-21T14:44:25Z,False
110,microformats,Microformats,Microformats are small patterns of HTML to represent commonly published things like people and events in web pages.,"Designed for humans first and machines second, microformats are a set of simple, open data formats built upon existing and widely adopted standards. Instead of throwing away what works today, microformats intend to solve simpler problems first by adapting to current behaviors and usage patterns.",Microformats Community,"June 20, 2005",2017-01-31T21:47:19Z,2022-01-20T06:50:09Z,False
111,lineageos,LineageOS,A free and open source operating system for smartphones and tablet computers.,"LineageOS is a free and open source operating system for smartphones and tablet computers, based on the Android mobile platform.",,,2017-02-01T14:36:04Z,2022-01-09T16:16:54Z,False
